Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,2.2039,,,,2023-07-19_14h52.14.715,IOWA_Gambling_4Choice_H,2022.2.4,Win32,126.0875047
,,,,,2023-07-19_14h52.14.715,IOWA_Gambling_4Choice_H,2022.2.4,Win32,126.0875047
,,,,,2023-07-19_14h52.14.715,IOWA_Gambling_4Choice_H,2022.2.4,Win32,126.0875047
,,,,,2023-07-19_14h52.14.715,IOWA_Gambling_4Choice_H,2022.2.4,Win32,126.0875047
