Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,1.2032,549,19,female,2023-05-22_18h35.23.921,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.40471157
,,549,19,female,2023-05-22_18h35.23.921,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.40471157
,,549,19,female,2023-05-22_18h35.23.921,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.40471157
,,549,19,female,2023-05-22_18h35.23.921,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.40471157
