Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,2.3325,,,,2023-05-09_11h43.49.751,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.75703263
,,,,,2023-05-09_11h43.49.751,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.75703263
,,,,,2023-05-09_11h43.49.751,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.75703263
,,,,,2023-05-09_11h43.49.751,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.75703263
