Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,2.2462,,,,2022-11-02_15h12.51.401,IOWA_Gambling_4Choice_H,2022.2.4,Win32,58.42486562
,,,,,2022-11-02_15h12.51.401,IOWA_Gambling_4Choice_H,2022.2.4,Win32,58.42486562
,,,,,2022-11-02_15h12.51.401,IOWA_Gambling_4Choice_H,2022.2.4,Win32,58.42486562
