Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,4.551,,,,2023-05-19_09h40.59.493,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.44596362
,,,,,2023-05-19_09h40.59.493,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.44596362
,,,,,2023-05-19_09h40.59.493,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.44596362
,,,,,2023-05-19_09h40.59.493,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.44596362
