Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,2.7606,1,1,1,2022-11-02_09h32.20.028,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.38947618
,,1,1,1,2022-11-02_09h32.20.028,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.38947618
,,1,1,1,2022-11-02_09h32.20.028,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.38947618
,,1,1,1,2022-11-02_09h32.20.028,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.38947618
