Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,3.473,,,,2022-12-12_10h24.06.674,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,100
,,,,,2022-12-12_10h24.06.674,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,100
,,,,,2022-12-12_10h24.06.674,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,100
,,,,,2022-12-12_10h24.06.674,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,100
