Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,1.876,,,,2023-03-20_17h16.01.894,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.12144532
,,,,,2023-03-20_17h16.01.894,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.12144532
,,,,,2023-03-20_17h16.01.894,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.12144532
,,,,,2023-03-20_17h16.01.894,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.12144532
