Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,18.2643,1,19,F,2023-04-23_15h30.27.568,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.91611744
,,1,19,F,2023-04-23_15h30.27.568,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.91611744
,,1,19,F,2023-04-23_15h30.27.568,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.91611744
,,1,19,F,2023-04-23_15h30.27.568,IOWA_Gambling_4Choice_H,2022.2.4,Win32,59.91611744
