Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,5.914,1,28,F,2022-11-02_16h30.11.087,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,14.49275362
,,1,28,F,2022-11-02_16h30.11.087,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,14.49275362
,,1,28,F,2022-11-02_16h30.11.087,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,14.49275362
,,1,28,F,2022-11-02_16h30.11.087,IOWA_Gambling_4Choice_H,2022.2.4,MacIntel,14.49275362
