Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,8.2322,gary,31,M,2023-05-22_07h48.30.327,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.37918126
,,gary,31,M,2023-05-22_07h48.30.327,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.37918126
,,gary,31,M,2023-05-22_07h48.30.327,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.37918126
,,gary,31,M,2023-05-22_07h48.30.327,IOWA_Gambling_4Choice_H,2022.2.4,Win32,60.37918126
