Instruct1_Resp.keys,Instruct1_Resp.rt,participant,age,sex,date,expName,psychopyVersion,OS,frameRate
space,1.4237,7777,98,female,2023-05-19_09h42.10.398,IOWA_Gambling_4Choice_H,2022.2.4,Win32,61.00164704
,,7777,98,female,2023-05-19_09h42.10.398,IOWA_Gambling_4Choice_H,2022.2.4,Win32,61.00164704
,,7777,98,female,2023-05-19_09h42.10.398,IOWA_Gambling_4Choice_H,2022.2.4,Win32,61.00164704
,,7777,98,female,2023-05-19_09h42.10.398,IOWA_Gambling_4Choice_H,2022.2.4,Win32,61.00164704
